BIOEC_BAG,BIOEC_MMC,data_type,sectors,skill_category,keyword_en_ori,keyword_en_mod,keyword_en_minusc,keyword_es,keyword_es_minusc,keyword_pt_minusc,keyword_top,source,Comment,hub_challenge
1,1,,Biotecnología,Técnica especializada,Polymeric Biomaterials,,polymeric biomaterials,Biomateriales poliméricos,biomateriales poliméricos,biomateriais poliméricos,,ResearchGate,,
,0,,Energía,,Production of steam generators,,production of steam generators,Producción de generadores de vapor.,producción de generadores de vapor.,,,deloitte_2022_bioeconomy_skills,,
SI,0,,Energía,,Renewable energy industry,,renewable energy industry,Industria de energías renovables,industria de energías renovables,,,http://dbpedia.org/resource/Renewable_energy_industry,,
,0,,Energía,,Types of fuels,,types of fuels,Tipos de combustibles,tipos de combustibles,,,deloitte_2022_bioeconomy_skills,,
1,1,,Transversal,Técnica especializada,Bioscience,,bioscience,Biociencia,biociencia,biociências,,ResearchGate,,
,1,,Energía,Técnica especializada,Biofuel,,biofuel,Biocombustible,biocombustible,biocombustível,,https://www.mdpi.com/2071-1050/14/15/9607,(a) Bioeconomy Skills—Agriculture,
1,1,,Salud,Técnica especializada,Biocompatibility,,biocompatibility,biocompatibilidad,biocompatibilidad,biocompatibilidade,,ResearchGate,,
1,1,,Biotecnología,Técnica especializada,Bionanotechnology,,bionanotechnology,Bionanotecnología,bionanotecnología,bionanotecnologia,,ResearchGate,,
1,1,,Biotecnología,Técnica especializada,bioprospecting,,bioprospecting,bioprospección,bioprospección,bioprospecção,,ResearchGate,,
,1,,Transversal,Técnica especializada,Microbial biodegradation,,microbial biodegradation,Biodegradación microbiana,biodegradación microbiana,biodegradação microbiana,,http://dbpedia.org/resource/Microbial_biodegradation,,
,1,,Energía,Técnica especializada,Biodiesel,,biodiesel,Biodiésel,biodiésel,biodiesel,,deloitte_2022_bioeconomy_skills,,
,1,,Energía,Técnica especializada,Biodigestate,,biodigestate,biodigestato,biodigestato,biodigerir,,https://link.springer.com/article/10.1007/s10311-022-01468-z,,
0,0,,,,Biomedical Optics,,biomedical optics,Óptica Biomédica,óptica biomédica,,,ResearchGate,,
,1,,Energía,Técnica especializada,Biodigestates,,biodigestates,Biodigestatos,biodigestatos,biodigestados,,https://www.mdpi.com/2071-1050/14/15/9607,(a) Bioeconomy Skills—Agriculture,
1,1,,Transversal,Sostenibilidad,Biodiversity,,biodiversity,Biodiversidad,biodiversidad,biodiversidade,1,ResearchGate,,
,1,,Agro,Técnica especializada,Agricultural biodiversity,,agricultural biodiversity,Biodiversidad agrícola,biodiversidad agrícola,biodiversidade agrícola,,https://www.mdpi.com/2071-1050/14/15/9607,(a) Bioeconomy Skills—Agriculture,
,1,,Agro,Técnica especializada,Methods of plant harvesting,plant harvesting,plant harvesting,cosecha de plantas,cosecha de plantas,colheita de plantas,,deloitte_2022_bioeconomy_skills,,
,1,,Transversal,Sostenibilidad,Bioeconomy,,bioeconomy,Bioeconomía,bioeconomía,bioeconomia,,http://dbpedia.org/resource/Bioeconomy,También en deloitte,
,1,,Transversal,Técnica especializada,Bioelectronics,,bioelectronics,Bioelectrónica,bioelectrónica,bioeletrônica,,http://dbpedia.org/resource/Bioelectronics,,
1,1,,Energía,Básica general,Bioenergy,,bioenergy,Bioenergía,bioenergía,bioenergia,,ResearchGate,,
,0,,,,Biomin,,biomin,Biomina,biomina,,,http://dbpedia.org/resource/Biomin,,
1,1,,Transversal,Técnica especializada,Biostatistics,,biostatistics,Bioestadística,bioestadística,bioestatística,,ResearchGate,,
,1,,Biotecnología,Técnica especializada,bioprospection,,bioprospection,bioprospección,bioprospección,bioprospecção,,ResearchGate,,
1,1,,Transversal,Sostenibilidad,Bioethics,,bioethics,Bioética,bioética,bioética,,ResearchGate,,
,1,,Biotecnología,Técnica especializada,Bioreactor,,bioreactor,Biorreactor,biorreactor,biorreator,,http://dbpedia.org/resource/Bioreactor,,
,1,,Transversal,Técnica especializada,Biomanufacturing,,biomanufacturing,Biofabricación,biofabricación,biofabricação,,http://dbpedia.org/resource/Biomanufacturing,,
,1,,Salud,Técnica especializada,Biopharmaceutical,,biopharmaceutical,biofarmacéutico,biofarmacéutico,biofarmacêutico,,http://dbpedia.org/resource/Biopharmaceutical,,
1,0,,Transversal,Sostenibilidad,Animal Ecology,,animal ecology,Ecología animal,ecología animal,,,ResearchGate,,
,1,,Agro,Técnica especializada,Biofertilizers,,biofertilizers,Biofertilizantes,biofertilizantes,biofertilizantes,,https://www.mdpi.com/2071-1050/14/15/9607,"(a) Bioeconomy Skills—Agriculture
fertilizantes orgánicos y ecológicos",
,1,,Transversal,Técnica especializada,Biophysics,,biophysics,Biofísica,biofísica,biofísica,,https://www.linkedin.com/in/dan-widmaier-1760601/details/skills/,,
,1,,Biotecnología,Técnica especializada,bioreactor,,bioreactor,biorreactor,biorreactor,biorreator,,Linkedin,,
SI,0,Company,,,BioMotiv,,biomotiv,BioMotiv,biomotiv,,,http://dbpedia.org/resource/BioMotiv,,
,1,,Energía,Técnica especializada,biohydrogen,,biohydrogen,biohidrógeno,biohidrógeno,biohidrogênio,,https://link.springer.com/article/10.1007/s10311-022-01468-z,,
,1,,Biotecnología,Técnica especializada,Biorefining,,biorefining,Biorrefinación,biorrefinación,biorrefinação,,http://dbpedia.org/resource/Biorefining,,
,1,,Biotecnología,Técnica especializada,Biorefinery,,biorefinery,Biorrefinería,biorrefinería,biorrefinaria,,https://www.linkedin.com/in/nestor-david-giraldo/details/skills/,,
,1,,Biotecnología,Técnica especializada,next generation bio-refineries,,next generation bio-refineries,Biorrefinerías de próxima generación,biorrefinerías de próxima generación,biorrefinarias de próxima geração,,https://www.mdpi.com/2071-1050/14/15/9607,Table A1. Sustainability skills.,
,1,,Agro,Técnica especializada,bioinputs,,bioinputs,bioinsumos,bioinsumos,bioinsumos,,Linkedin,,
,3,Company,Salud,NA,BioLegend,,biolegend,bioleyenda,bioleyenda,biolenda,,http://dbpedia.org/resource/BioLegend,,
,1,,Agro,Técnica especializada,Bioleaching,,bioleaching,Biolixiviación,biolixiviación,biolixiviação,,http://dbpedia.org/resource/Bioleaching,,
1,1,,Transversal,Técnica especializada,Biology,,biology,Biología,biología,biologia,1,ResearchGate,,
1,1,,Transversal,Básica general,Applied Biology,,applied biology,Biología Aplicada,biología aplicada,biologia aplicada,,ResearchGate,,
,1,,Biotecnología,Técnica especializada,Bioremediation ,,bioremediation ,Biorremediación ,biorremediación ,biorremediação ,,http://dbpedia.org/resource/Bioremediation,,
,1,,Transversal,Técnica especializada,Combinatorial biology,,combinatorial biology,biología combinatoria,biología combinatoria,biologia combinatória,,http://dbpedia.org/resource/Combinatorial_biology,,
,1,,Transversal,Técnica especializada,Computational Biology,,computational biology,Biología Computacional,biología computacional,biologia Computacional,,https://www.linkedin.com/in/injaradman/details/skills/,,
1,1,,Transversal,Sostenibilidad,Conservation Biology,,conservation biology,Biología de la Conservación,biología de la conservación,biologia de conservação,,ResearchGate,,
,1,,Piscícola,Técnica especializada,Biology of aquatic ecology,,biology of aquatic ecology,Biología de la ecología acuática.,biología de la ecología acuática.,biologia da ecologia aquática,,deloitte_2022_bioeconomy_skills,,
1,1,,Biotecnología,Sostenibilidad,Environmental Bioremediation,,environmental bioremediation,Biorremediación ambiental,biorremediación ambiental,biorremediação ambiental,,ResearchGate,,
,0,,,,Bioship,,bioship,bionave,bionave,,,http://dbpedia.org/resource/Bioship,,
1,1,,Transversal,Técnica especializada,Reproduction Biology,,reproduction biology,Biología de la reproducción,biología de la reproducción,biologia da reprodução,,ResearchGate,,
1,1,,Piscícola,Técnica especializada,Fish Biology,,fish biology,Biología de los peces,biología de los peces,biologia dos peixes,,ResearchGate,,
,1,,Transversal,Técnica especializada,Systems Biology,,systems biology,Biologia de sistemas,biologia de sistemas,biologia de sistemas,,https://www.linkedin.com/in/tania-pozzo-5521b33/details/skills/,,
,1,,Transversal,Técnica especializada,Complex systems biology,,complex systems biology,Biología de sistemas complejos,biología de sistemas complejos,biologia de sistemas complexos,,http://dbpedia.org/resource/Complex_systems_biology,,
1,1,,Agro,Básica general,Soil Biology,,soil biology,Biología del suelo,biología del suelo,biologia do solo,,ResearchGate,,
,0,,,,Biotechnology in pharmaceutical manufacturing,,biotechnology in pharmaceutical manufacturing,Biotecnología en la industria farmacéutica,biotecnología en la industria farmacéutica,,,http://dbpedia.org/resource/Biotechnology_in_pharmaceutical_manufacturing,,
1,1,,Transversal,Básica general,Floral Biology,,floral biology,Biología floral,biología floral,biologia floral,,ResearchGate,,
0,0,,,,Biotechnology Industry,,biotechnology industry,Industria biotecnológica,industria biotecnológica,,,ResearchGate,,
1,1,,Forestal,Técnica especializada,Forest Biology,,forest biology,Biología forestal,biología forestal,biologia florestal,,ResearchGate,,
1,1,,Transversal,Técnica especializada,Fungal Biology,,fungal biology,Biología fúngica,biología fúngica,biologia fúngica,,ResearchGate,,
,1,,Biotecnología,Técnica especializada,In situ bioremediation,,in situ bioremediation,Biorremediación in situ,biorremediación in situ,biorremediação in situ,,http://dbpedia.org/resource/In_situ_bioremediation,,
1,1,,Transversal,Técnica especializada,Microbial Molecular Biology,,microbial molecular biology,Biología molecular microbiana,biología molecular microbiana,biologia molecular microbiana,,ResearchGate,,
1,1,,Biotecnología,Técnica especializada,Photonic Biosensors,,photonic biosensors,Biosensores fotónicos,biosensores fotónicos,biossensores fotônicos,,ResearchGate,,
1,1,,Transversal,Técnica especializada,Reproductive Biology,,reproductive biology,Biología reproductiva,biología reproductiva,biologia reprodutiva,,ResearchGate,,
,2,,Agro,Técnica especializada,Plant harvest methods,,plant harvest methods,Métodos de cosecha de plantas.,métodos de cosecha de plantas.,métodos de colheita de plantas,,deloitte_2022_bioeconomy_skills,,
,1,,Biotecnología,Técnica especializada,"Bioseparation of 1,3-propanediol",bioseparation,bioseparation,bioseparación,bioseparación,bioseparação,,"http://dbpedia.org/resource/Bioseparation_of_1,3-propanediol",,
,1,,Agro,Técnica especializada,Ensure nutrition of plant soil,nutrition of plant soil,nutrition of plant soil,nutrición del suelo vegetal,nutrición del suelo vegetal,nutrição do solo vegetal,,deloitte_2022_bioeconomy_skills,,
,1,,Transversal,Técnica especializada,Biomagnetics,,biomagnetics,Biomagnética,biomagnética,biomagnetismo,,http://dbpedia.org/resource/Biomagnetics,,
,1,,Salud,Técnica especializada,Biomarker ,,biomarker ,biomarcador ,biomarcador ,biomarcador ,,http://dbpedia.org/resource/Biomarker_(medicine),medicine,
1,1,,Salud,Básica general,Biomarkers,,biomarkers,Biomarcadores,biomarcadores,biomarcadores,,ResearchGate,,
,1,,Transversal,Técnica especializada,Biomass,,biomass,Biomasa,biomasa,biomassa,,https://www.linkedin.com/in/phillip-mui-52069847/details/skills/,,
,1,,Transversal,Técnica especializada,Biomaterials,,biomaterials,Biomateriales,biomateriales,biomateriais,,https://www.linkedin.com/in/jslopez-qf/details/skills/,,
,1,,Biotecnología,Técnica especializada,Surfactant,biosurfactant,biosurfactant,biosurfactante,biosurfactante,biossurfactante,,http://dbpedia.org/resource/Surfactant,,
0,1,,Transversal,Técnica especializada,Biomechanics,,biomechanics,Biomecánica,biomecánica,biomecânica,,ResearchGate,,
1,1,,Salud,Técnica especializada,Biomedicine,,biomedicine,biomedicina,biomedicina,biomedicina,,ResearchGate,,
,1,,Energía,Técnica especializada,biomethane,,biomethane,biometano,biometano,biometano,,https://link.springer.com/article/10.1007/s10311-022-01468-z,,
,1,,Transversal,Técnica especializada,Biomimetics,,biomimetics,Biomimética,biomimética,biomimética,,http://dbpedia.org/resource/Biomimetics,,
,1,,Transversal,Técnica especializada,Surface tension biomimetics,biomimetic,biomimetic,biomimético,biomimético,biomimético,,http://dbpedia.org/resource/Surface_tension_biomimetics,,
,1,,Transversal,Técnica especializada,biomimicry,,biomimicry,biomimetismo,biomimetismo,biomimética,,I.Humboldt,,
,1,,Biotecnología,Técnica especializada,Environmental biotechnology,,environmental biotechnology,Biotecnología ambiental,biotecnología ambiental,biotecnologia ambiental,,http://dbpedia.org/resource/Environmental_biotechnology,,
1,1,,Transversal,Técnica especializada,Bionics,,bionics,Biónica,biónica,biônica,,http://dbpedia.org/resource/Bionics,,
,1,,Agro,Técnica especializada,Biopesticide,,biopesticide,biopesticida,biopesticida,biopesticida,,http://dbpedia.org/resource/Biopesticide,,
1,1,,Agro,Técnica especializada,Microbial Biopesticides,,microbial biopesticides,Biopesticidas microbianos,biopesticidas microbianos,biopesticidas microbianos,,ResearchGate,,
,1,,Transversal,Técnica especializada,Biopiracy,,biopiracy,Biopiratería,biopiratería,biopirataria,,http://dbpedia.org/resource/Biopiracy,,
,1,,Agro,Técnica especializada,Bioplastics,,bioplastics,Bioplásticos,bioplásticos,bioplásticos,,https://www.mdpi.com/2071-1050/14/15/9607,(a) Bioeconomy Skills—Agriculture,
,1,,Transversal,Técnica especializada,Polymerisation,Biopolymerisation,biopolymerisation,Biopolimerización,biopolimerización,biopolimerização,,deloitte_2022_bioeconomy_skills,,
,1,,Transversal,Técnica especializada,biopolymers,,biopolymers,biopolímeros,biopolímeros,biopolímeros,,https://www.linkedin.com/in/christopher-rasmussen-67b4a4b/details/skills/,,
,1,,Transversal,Técnica especializada,Bioprocessor,,bioprocessor,Bioprocesador,bioprocesador,bioprocessador,,http://dbpedia.org/resource/Bioprocessor,,
,1,Knowledge,Transversal,Técnica especializada,Bioprocess,,bioprocess,Bioproceso,bioproceso,bioprocesso,,http://dbpedia.org/resource/Bioprocess,,
,1,,Transversal,Técnica especializada,Bioproducts,,bioproducts,Bioproductos,bioproductos,bioprodutos,1,http://dbpedia.org/resource/Bioproducts,También en (a) Bioeconomy Skills—Agriculture ,
,0,,,,Biotechnology industry in Italy,,biotechnology industry in italy,Industria biotecnológica en Italia,industria biotecnológica en italia,,,http://dbpedia.org/resource/Biotechnology_industry_in_Italy,,
1,1,,Biotecnología,Técnica especializada,Animal Biotechnology,,animal biotechnology,Biotecnología Animal,biotecnología animal,biotecnologia animal,,ResearchGate,,
1,1,,Biotecnología,Técnica especializada,Fermentation Biotechnology,,fermentation biotechnology,Biotecnología de fermentación,biotecnología de fermentación,biotecnologia de fermentação,,ResearchGate,,
,1,,Transversal,Técnica especializada,Biochemistry,,biochemistry,Bioquímica,bioquímica,bioquímica,1,http://dbpedia.org/resource/Biochemistry,,
1,1,,Transversal,Técnica especializada,Analytical Biochemistry,,analytical biochemistry,Bioquímica analítica,bioquímica analítica,bioquímica analítica,,ResearchGate,,
1,1,,Agro,Técnica especializada,Animal Biochemistry,,animal biochemistry,Bioquímica animal,bioquímica animal,bioquímica animal,,ResearchGate,,
