sectors,keyword_en,keyword_es,keyword_pt
Piscícola,strategies for aquaculture,estrategias para la acuicultura,estratégias para a aquicultura
Biotecnología,biomaterial engineering,ingeniería de biomateriales,engenharia de biomateriais
Transversal,protein structure,estructura de la proteína,estrutura proteica
Biotecnología,protein engineering,ingeniería de proteínas,engenharia de proteínas
Energía,feasibility study on biogas energy,estudio de viabilidad sobre la energía del biogás,estudo de viabilidade sobre energia de biogás
Transversal,environmental studies,estudios ambientales,estudos ambientais
Biotecnología,biochemical reaction engineering,ingeniería de reacción bioquímica,engenharia de reação bioquímica
Biotecnología,genetic engineering,ingeniería genética,Engenharia genética
Transversal,impact assessment,evaluación de impacto,avaliação impactante
Biotecnología,metabolic engineering,ingeniería metabólica,engenharia metabólica
Transversal,biodiversity assessment,evaluación de la biodiversidad,avaliação da biodiversidade
Piscícola,growth rate assessing of cultivated fish species,evaluación de la tasa de crecimiento de especies de peces cultivadas.,avaliação da taxa de crescimento de espécies de peixes cultivadas
Piscícola,assessing fish samples for diagnosis,evaluación de muestras de peces para diagnóstico.,avaliando amostras de peixes para diagnóstico
Transversal,life cycle assessment,evaluación del ciclo de vida,avaliação do ciclo de vida
Agro,feeding behaviour of larvae assessing,evaluación del comportamiento alimentario de las larvas.,comportamento alimentar das larvas avaliando
Piscícola,aquaculture environmental impact assessing,evaluación del impacto ambiental de la acuicultura,avaliação do impacto ambiental da aquicultura
Transversal,assess system performance,evaluar el rendimiento del sistema,avaliar o desempenho do sistema
Transversal,assess production costs,evaluar los costos de producción.,avaliar custos de produção
Biotecnología,biological inoculants,inoculantes biológicos,inoculantes biológicos
Biotecnología,gene expression,la expresion genica,expressão genetica
Biotecnología,lipidomics,lipidómica,lipidômica
Biotecnología,lipoproteins,lipoproteínas,lipoproteínas
Biotecnología,mammals,mamíferos,mamíferos
Biotecnología,molecular markers,marcadores moleculares,marcadores moleculares
Biotecnología,environmental friendly materials,materiales amigables con el medio ambiente,materiais ecológicos
Biotecnología,nanostructured materials,materiales nanoestructurados,materiais nanoestruturados
Biotecnología,polymeric materials,materiales poliméricos,materiais poliméricos
Agro,castor bean,ricino,mamona
Biotecnología,molecular breeding,mejoramiento molecular,melhoramento molecular
Salud,pharmaceutics,farmacia,farmacêutica
Salud,pharmacokinetics,farmacocinética,farmacocinética
Salud,pharmacogenetics,farmacogenética,farmacogenética
Salud,pharmacogenomics,farmacogenómica,farmacogenômica
Salud,pharmacognosy,farmacognosia,farmacognosia
Agro,legume plants,plantas leguminosas,plantas leguminosas
Biotecnología,secondary metabolites,metabolitos secundarios,metabólitos secundários
Biotecnología,metabolomics,metabolómica,metabolômica
Biotecnología,metagenomics,metagenómica,metagenômica
Biotecnología,mycoremediation,micoremediación,micorremediação
Biotecnología,general microbiology,microbiología general,microbiologia geral
Biotecnología,molecular microbiology,microbiología molecular,microbiologia molecular
Transversal,microbial fermentation,fermentación microbiana,fermentação microbiana
Agro,fertility of soil,fertilidad del suelo,fertilidade do solo
Agro,soil fertility,fertilidad del suelo,fertilidade do solo
Agro,fertilizers,fertilizantes,fertilizantes
Biotecnología,microfluidics,microfluidos,microfluídica
Agro,phycotechnology,ficotecnología,ficotecnologia
Transversal,blended finance,finanzas mixtas,financiamento misto
Biotecnología,digital microfluidics,microfluidos digitales,microfluídica digital
Agro,phytoremediation,fitorremediación,fitorremediação
Biotecnología,microinjection,microinyección,microinjeção
Agro,phytotechnology,fitotecnología,fitotecnologia
Transversal,flavonoids,flavonoides,flavonóides
Biotecnología,microorganisms,microorganismos,microorganismos
Biotecnología,microcarrier,microportador,microtransportador
Salud,pharmaceutical formulation,formulación farmacéutica,formulação farmacêutica
Biotecnología,micropropagation,micropropagación,micropropagação
Biotecnología,fluorescence microscopy,microscopio fluorescente,Microscópio Fluorescente
Biotecnología,kinetic modeling,modelado cinético,modelagem cinética
Biotecnología,nanobiotechnology,nanobiotecnología,nanobiotecnologia
Biotecnología,nanoscience,nanociencia,nanociência
Biotecnología,nanofabrication,nanofabricación,nanofabricação
Biotecnología,nanomaterials,nanomateriales,nanomateriais
Biotecnología,nanoneuronics,nanoneurónica,nanoneurônica
Agro,animal genetics,genética animal,genética animal
Biotecnología,nanoparticles,nanopartículas,nanopartículas
Biotecnología,nanotechnology,nanotecnología,nanotecnologia
Biotecnología,omics,ómicas,ômicas
Biotecnología,ngos,ong,ONGs
Biotecnología,pcr,pcr,pcr
Biotecnología,polymers,polímeros,polímeros
Salud,genexpert infinity,genexperto infinito,geneexpert infinito
Biotecnología,biodegradable polymers,polímeros biodegradables,polímeros biodegradáveis
Biotecnología,protein precipitation,precipitación de proteínas,precipitação de proteínas
Agro,animal genomics,genómica animal,genômica animal
Biotecnología,enzymatic preparation,preparación enzimática,preparação enzimática
Biotecnología,probiotics,probióticos,probióticos
Biotecnología,drying procedures,procedimientos de secado,procedimentos de secagem
Biotecnología,upstream processing,procesamiento ascendente,processamento a montante
Transversal,environmental management,gestión ambiental,gestão ambiental
Transversal,environmental management,gestión ambiental,gestão ambiental
Forestal,forest management,gestión de bosques,gestão florestal
Transversal,engineering management,gestión de ingeniería,gestão de engenharia
Transversal,supply chain management,gestión de la cadena de suministro,gestão da cadeia de abastecimento
Transversal,quality management,gestión de la calidad,gestão da Qualidade
Transversal,innovation management,gestión de la innovación,gestão da inovação
Transversal,production management,gestión de la producción,Gerenciamento de Produção
Transversal,production management,gestión de la producción,Gerenciamento de Produção
Transversal,sustainability management,gestión de la sostenibilidad,gestão de sustentabilidade
Transversal,laboratory management,gestión de laboratorio,gestão de laboratório
Salud,nutrient management,gestión de nutrientes,gestão de nutrientes
Transversal,water resources management,gestión de recursos hídricos,gestão de recursos hídricos
Transversal,natural resource management,gestión de recursos naturales,gestão de recursos naturais
Residuos,managing waste,gestión de residuos,gestão de resíduos
Residuos,waste management,gestión de residuos,gestão de resíduos
Transversal,sustainable supply management,gestión de suministros sostenibles,gestão de abastecimento sustentável
Transversal,yield management,gestión del rendimiento,gestão de rendimento
Piscícola,fish biology,biología de los peces,biologia dos peixes
Piscícola,fishery management,gestión pesquera,gestão da pesca
Piscícola,fish harvest methods,métodos de captura de peces,métodos de colheita de peixe
Transversal,sustainable management,gestión sostenible,Gestão sustentável
Transversal,sustainable management of resources,gestión sostenible de los recursos.,gestão sustentável de recursos
Piscícola,manage fishery using biological knowledge,gestionar la pesca utilizando el conocimiento biológico,gerenciar a pesca usando conhecimento biológico
Transversal,environmental governance,gobernanza ambiental,governança ambiental
Agro,healthy farm,granja saludable,fazenda saudável
Transversal,laboratory skills,habilidades de laboratorio,habilidades de laboratório
Transversal,herpetology,herpetología,herpetologia
Biotecnología,downstream processing,procesamiento en bajada,processamento a jusante
Biotecnología,enzymatic processing,procesamiento enzimático,processamento enzimático
Transversal,fungi,hongos,fungos
Biotecnología,enzyme processing,procesamiento de enzimas,processamento enzimático
Agro,horticulture,horticultura,horticultura
Transversal,product environmental footprint,huella ambiental del producto,pegada ambiental do produto
Biotecnología,fermentation process,proceso de fermentación,processo de fermentação
Biotecnología,biochemical processes,procesos bioquímicos,processos bioquímicos
Piscícola,identify the environmental impact of specific aquaculture activity,identificar el impacto ambiental de una actividad acuícola específica.,identificar o impacto ambiental de atividades aquícolas específicas
Piscícola,identifying the impact of specific aquaculture activity,identificar el impacto de una actividad acuícola específica,identificar o impacto de atividades aquícolas específicas
Agro,identifying characteristics of crops,identificar las características de los cultivos.,identificando características das culturas
Biotecnología,protein production,producción de proteínas,produção de proteína
Transversal,global warming impact,impacto del calentamiento global,impacto do aquecimento global
Transversal,environmental impact,impacto medioambiental,impacto ambiental
Biotecnología,biochemical products,productos bioquímicos,produtos bioquímicos
Transversal,sustainable industries,industrias sustentables,indústrias sustentáveis
Piscícola,reporting harvested fish production,informar la producción de pescado cosechado,relatando a produção de peixes colhidos
Transversal,sustainability reporting,informes de sostenibilidad,relatórios de sustentabilidade
Biotecnología,host cell protein,proteína de la célula huésped,proteína da célula hospedeira
Biotecnología,single-cell protein,proteína unicelular,proteína unicelular
